Song_id,title,Singer_en,Singer_si,Genre_en,Genre_si,Lyricist_en,Lyricist_si,Composer_en,Composer_si,song_lyrics,Metaphor,Source domain,Target domain,Meaning
85,Surakeemata Ho – සුරැකීමට හෝ,Milton Perera,මිල්ටන් පෙරේරා,Golden Oldies,ගෝල්ඩන් ඕල්ඩීස්,Karunarathna Abeysekara,කරුණාරත්න අබේසේකර,M.K.Roksami,එම්.කේ.රොක්සාමි,"සුරැකීමට හෝ නැතිවී යනු පිණිස මා කෙරේ                  
එකකි මට ලොව ඇත්තේ ඒ ඔබගේ ආදරේ
මගෙ ජීවය ගල් ලෙනකීඑහි පහණ ඔබ තමා    
එය දල්වනු මැන හිනැහී අද පෙම් ගිතෙල් දමා
වැලපීමට හෝ සැනසීමට මතු සැරින් සැරේ    
එකකි මට ලොව ඇත්තේ ඔ ඔබගෙ ආදරේ
අඩකී පිරිලා ඇත්තේ රස මිහිර මීවිතේ   
පුරවා දිය හැකි ඔබටයි අඩු කොටස ජීවිතේ
පිටුපෑමට හෝ ලංවීමට භවයේ වරින් වරේ    
එකකි මට ලොව ඇත්තේ ඔ ඔබගෙ ආදරේ
අද හෝ හෙට කරුණාකොට වියලුනු දෙතොල් තෙමා
සුරැකීම සැනසිමට ඔබ දිය යුතුයි කමා
ඔබගේ නෙත කදුලැලි මත පාවෙන තරම ප්‍රියේ
දල්වනු මැන මගෙ හදවත හොද සිහිය මට තියේ
කලදී මට නොහැකි යයි බාධක සුළං රැළි
එකකි මට ලොව ඇත්තේ ඔ ඔබගෙ ආදරේ
",මගෙ ජීවය ගල් ලෙනකී,මගෙ ජීවය,ගල් ලෙන,මගේ ජීවිතය ගල් ලෙනක්
85,Surakeemata Ho – සුරැකීමට හෝ,Milton Perera,මිල්ටන් පෙරේරා,Golden Oldies,ගෝල්ඩන් ඕල්ඩීස්,Karunarathna Abeysekara,කරුණාරත්න අබේසේකර,M.K.Roksami,එම්.කේ.රොක්සාමි,"සුරැකීමට හෝ නැතිවී යනු පිණිස මා කෙරේ                  
එකකි මට ලොව ඇත්තේ ඒ ඔබගේ ආදරේ
මගෙ ජීවය ගල් ලෙනකීඑහි පහණ ඔබ තමා    
එය දල්වනු මැන හිනැහී අද පෙම් ගිතෙල් දමා
වැලපීමට හෝ සැනසීමට මතු සැරින් සැරේ    
එකකි මට ලොව ඇත්තේ ඔ ඔබගෙ ආදරේ
අඩකී පිරිලා ඇත්තේ රස මිහිර මීවිතේ   
පුරවා දිය හැකි ඔබටයි අඩු කොටස ජීවිතේ
පිටුපෑමට හෝ ලංවීමට භවයේ වරින් වරේ    
එකකි මට ලොව ඇත්තේ ඔ ඔබගෙ ආදරේ
අද හෝ හෙට කරුණාකොට වියලුනු දෙතොල් තෙමා
සුරැකීම සැනසිමට ඔබ දිය යුතුයි කමා
ඔබගේ නෙත කදුලැලි මත පාවෙන තරම ප්‍රියේ
දල්වනු මැන මගෙ හදවත හොද සිහිය මට තියේ
කලදී මට නොහැකි යයි බාධක සුළං රැළි
එකකි මට ලොව ඇත්තේ ඔ ඔබගෙ ආදරේ
",පහණ ඔබ තමා,ඔබ ,පහණ,ඔබ පහණක්
86,Supem Hangum – සුපෙම් හැඟුම්,Lakshman Wijesekara,ලක්ෂ්මන් විජේසේකර,Duets,යුගල,Kapila Kumara Kalinga,කපිල කුමාර කාලිංග,Rohana Weerasingha,රෝහණ වීරසිංහ," 
       
       
       
       


                        
සුපෙම් හැඟුම් ඔබෙන් එපා මිතුරු දම් විනා
                
නෞකාවකි ඔබ ඈත සමුදුරේ
                  
මා පහන් ටැඹයි මෑත ගොඩබිමේ


      
       

 
                 
තරු එළියෙන් රුදු රාත්‍රි කාලයේ
                    
දැඩි සිතකින් දුරු ගමන යමි ඉතින්
                 
කිසිදින අප හමු නොවන බව දනිම්
                   
සිහිනය මිය යා යුතුය මේ ලෙසින්
   

 
                
දිවයුරු සැඟවෙන මොහොතක තනි වී
                
ඉකිබිඳිමිනි වියරු වී පාළුවෙන්
                
ප්‍රිය දසුනකි තනි සිතක නොමැකෙනා
                      
නෙතු වෙහෙසමි යළි දකින තුරු දුරින්
   

",නෞකාවකි ඔබ,ඔබ,නෞකාව,ඔබ නෞකාවක්
86,Supem Hangum – සුපෙම් හැඟුම්,Lakshman Wijesekara,ලක්ෂ්මන් විජේසේකර,Duets,යුගල,Kapila Kumara Kalinga,කපිල කුමාර කාලිංග,Rohana Weerasingha,රෝහණ වීරසිංහ," 
       
       
       
       


                        
සුපෙම් හැඟුම් ඔබෙන් එපා මිතුරු දම් විනා
                
නෞකාවකි ඔබ ඈත සමුදුරේ
                  
මා පහන් ටැඹයි මෑත ගොඩබිමේ


      
       

 
                 
තරු එළියෙන් රුදු රාත්‍රි කාලයේ
                    
දැඩි සිතකින් දුරු ගමන යමි ඉතින්
                 
කිසිදින අප හමු නොවන බව දනිම්
                   
සිහිනය මිය යා යුතුය මේ ලෙසින්
   

 
                
දිවයුරු සැඟවෙන මොහොතක තනි වී
                
ඉකිබිඳිමිනි වියරු වී පාළුවෙන්
                
ප්‍රිය දසුනකි තනි සිතක නොමැකෙනා
                      
නෙතු වෙහෙසමි යළි දකින තුරු දුරින්
   

",මා පහන් ටැඹයි,මම,පහන් ටැඹ,මම පහන් ටැඹක් 
87,Sunilwan Nuwan Yuga – සුනිල්වන් නුවන් යුග,Somathilaka Jayamaha,සෝමතිලක ජයමා,Classics,සම්භාව්ය,Somathilaka Jayamaha,සෝමතිලක ජයමා,Somathilaka Jayamaha,සෝමතිලක ජයමා,"
                
              
    


                          
සුනිල්වන් නුවන් යුග වසා උතුර උතුරා
                       
ගැලූ කඳුළු ගංගාවෙ ඇය දැන් කිඳීලා
                          
ඔබේ වරය දෙනු මැනවි තව දුක නොදීලා
                       
හැදූ මවුණි පියතුමණි කරුණාව පාලා

 				
    
     

 
                           
මට මේක දඟ ගෙයකි දෙන වේදනාවන්
                
සතුටයි දුකයි කඳුල එක සේ දරා මං
                        
සැනසී සිටින්නෙම්ද ඇගෙ දුක බලා දැන්
                     
සුවසෙත පතා දෙන්න ආසිරි දයාවෙන්
   

 
                           
රජ දහන වැලි කතර වුව උරුම වේ නම්
                
මට ඈගෙ පිළිසරණ මතු වාසනාවන්
                         
මගෙ ජීවනේ ගීයෙ ඇගෙ හඬ නොවේ නම්
                          
හද වෙණෙහි සත්සර සදා ගොළු වුණාදෙන්
   

",හද වෙණෙහි,හදවත,වීණාව,හදවත වීණාවක් 
88,Sumudu Walawaka – සුමුදු වලාවක,Chandana Liyanarachchi,චන්දන ලියොන්රච්චි,Old Pops,පැරණි පොප්,Channa Jayanath,චන්න ජයනාත්,Gunadasa Kapuge,ගුණදාස කපුගේ,"සුමුදු වලාවක අඳුර වෙලා නුඹ
මට දුන් කඳුළු බිඳු
සිනා මලක් වී යලි යලි පිපියන්
පෙම් කල සිතක මතු 
සිහින හතක් මැද පෙනි පෙනි නොපෙනෙන
සුර කුමරියක් වෙලා 
එපා හිඳින්නට දෙතුන් දැහැන් බැඳ
සිත පව් පුරනු එපා
බඹර තුඩට සුව මලක සුවඳ නොව
මල් අග රැඳුනු පැණි 
සොඳුරු සිතක හැඩ රෝස කොපුල් යුග
දුටුවම කියනු බැරි
",සිනා මලක්,සිනහව,මල,සිනහව මලක්
89,Sulanga Numba Wagei – සුළඟ නුඹ වගෙයි,Karunaratna Divulgane,කරුණාරත්න දිවුල්ගනේ,New Pop,නව පොප්,Yamuna Malani Perera,පිරිමි මාලනී පෙරේරා,Gunadasa Kapuge,ගුණදාස කපුගේ,"

      
      
       
       
      


                           
සුළඟ නුඹ වගෙයි සිත් මල වටා එතෙයි
                               
මල් සුවද හොර හොරෙන් අරන් යන්නටම හදයි
                            
වැස්ස නුඹ වගෙයි සිත් මලට ඇද වැටෙයි
                     
මලේ පාට නොසේදීම පුදුමයක් තමයි

 
             
සිත හැදිනුවෙත් නුඹයි
                   
පසු පසම එලව එලවා විත් 
         
සැනසුවෙත් නුඹයි
                         
නුඹ මගේ හිත අරන් ගියා පුදුමයක් නොවෙයි
   

 
            
සිත තනිකලෙත් නුඹයි
                     
මගෙ සිතේ සියුම් තැන් සොය සොයා
         
රිදෙව්වෙත් නුඹයි
                     
ඒත් නුඹෙන් සිත නොබිදේ පුදුමයක් තමයි
   
",සිත් මල,සිත,මල,සිත මලක් වැනිය
90,Sudu Watha Kamale – සුදු වත කමලේ,Priya Sooriyasena,හිතවත් සූරියස්,Old Pops,පැරණි පොප්,Unknown,නොදන්නා,Unknown,නොදන්නා,"  
        
       
       
        


                  
සුදු වත කමලේ වතු සුදු මල් පෙති
       
උපමාවන් සසැඳේ
              
නෙත් සර බිඟු පැටලේ  
                 
වසන්තියේ…………… වසන්තියේ

 
                    	 
හිරු සඳ දියරෙන් තරු පෙළ නැහැවී
    		 
ඔබේ හිනා මල් පිපෙන පැයේ
                            
නෙත ගැටෙනා විට සවනට ඇසුනා
         
හද ගැහෙනා රාවේ

 
                 	 
අතිනත බැඳුණත් හදවත හඳුනා
    		 
ඇස රැඳුනේ ඔබ බාල වියේ
                          
අද ඇය කොතනද ඒ රුව නොමැකේ
         
පෙම් හසරැළි පවුරේ

",වත කමලේ,මුහුණ,නෙළුම් මල,මුහුණ නැමති නෙළුම් මල
91,Sudu Sandun Malaka – සුදු සඳුන් මලක,Chamara Weerasinghe,චාමර විරසිංහ,Current Songs,වත්මන් ගීත,Unknown,නොදන්නා,Unknown,නොදන්නා,"
     
      
     
      


                         
සුදු සඳුන් මලක සුවඳ දිගේ සිත පැටලෙනවා
                        
මට කඳුළු දිදී නුඹෙ සුවඳට තව ලංවෙනවා
       
ඒ අතීතයේ සිතුම් පෙලුම් මට රිදවනවා
                      
ඒ අතීතයේ සිතුම් පෙලුම් මට රිදවනවා

 
                    
සදුන් සුවද තවරාගෙන ඔය වත කමලේ
                       
ලැසි ගමන් ලතාවෙන් ආවා හැම හැන්දෑවේ
         
අපි අනන්තය ට යන්න නොවේ පාරමී පිරුවේ
                          
නුඹ මටත් හොරෙන් කොහෙද ගියේ නෑ මට කීවේ
   

 
                    
රිදුම් දිදී පෙරදා ගැන මම සිතන්නෙමි
                    
ඒ වේදනාව සතුටක් ලෙස අද විදින්නෙමි
          
ඔබ යන්න ගියත් මට පිටුපා දුක් නොවන්නෙමි
                    
අද සදුන් මලක සුවද මගේ තනි රකින්නෙමි

   
",වත කමලේ,මුහුණ,නෙළුම් මල,මුහුණ නැමති නෙළුම් මල
92,Soka Sanasum – ශෝක සැනසුම්,Victor Rathnayaka,වික්ටර් රත්නායක,Old Pops,පැරණි පොප්,Unknown,නොදන්නා,Mervin Perera,මර්වින් පෙරේරා,"
      
      
      


               
ශෝක සැනසුම් වේදනාවන් 
           
ආදරේ පුරවා ගෙනා
            
ඈගෙ නිලුපුල් දෑසේ කඳුලැල්
                         
ජීවිතේ මතු වාසනා ජීවිතේ මතු වාසනා


       
        
      

 
                 
වීණා වෙතක් මැද ගී ගයන්නේ
                  
පෑ සෙනේ හද මිහිර මවා
             
රන්කේලි බදිමින් මඟ සරසන්නේ
                 
ජීවන ගමනේ පිහිට පතා

 
                 
මා සිහින විමානේ පැතුම් තටාකේ
                
ආදර කුසුමන් පිපී තියේ
               
සැනසීම හෝ වැනසීම ඔබගේ
                   
ඔය නිල් දෑසේ රැදී තියේ


",නිලුපුල් දෑසේ,ඇස්,නිල් මානෙල් මල  ,ඇස්  නිල් මානෙල් මල් වගේය 
93,Sithum pathum podi – සිතුම් පැතුම් පොදි,Milton Mallawarachchi,මිල්ටන් මල්ලවාරච්චි,Old Pops,පැරණි පොප්,Karunarathna Abeysekara,කරුණාරත්න අබේසේකර,M.K.Roksami,එම්.කේ.රොක්සාමි,"
       
      
     
   
    
    
    
    


                    
සිතුම් පැතුම් පොදි ආදරේ බැඳන් ආවේ	                     
      	             	
ආයාසයකින් කියන්න බැරි තරමේ

 
      
      
    
   
 

 
                  
නිලුපුල් දෙනුවන් දැකගන්නයි 
             
සුවඳැල් මුහුලස සිපගන්නයි
              		
සුළැඟිල්ලෙන් ගෙන ලෙළවන්නයි 
           
සිහිලැල් වදනින් සැනසෙන්නයි
   

 
                 
ලියගොමු වියැලී මල් පරවී 
           
අතුකොළ වැහැරී බිම වැටිලා
              		
ඔබ ගිය වග සරණෙක බැඳිලා 
           
කවුද කියයි මට කොඳුරා
   
",නිලුපුල් දෙනුවන්,ඇස්,නිල් මානෙල් මල  ,ඇස්  නිල් මානෙල් මල් වගේය 
94,Sinahawa atharin – සිනහව අතරින්,Milton Mallawarachchi,මිල්ටන් මල්ලවාරච්චි,Movie Songs,චිත්රපට ගීත,C.T.Perera,සී.ටී.පෙරේරා,C.T.Perera,සී.ටී.පෙරේරා,"

               
                


                      
සිනහව අතරින් කඳුලක් උපන්නා	                     
                    
ඒ බැව් නොදැනම සිනහවක් ම පෑවා 

සිනහව අතරින්

 
       
         

 
              			       	         
හිම කැට වැටෙනා සීතල උදයක 
                
ඇය හමු වූවා කඳුකර පෙදෙසක
                      
හිම මෙන් පිරිසිඳූ ඔබෙ ආදරයේ
                 
හිම මෙන් පිරිසිඳූ ඔබෙ ආදරයේ
                
සතුට ලැබෙන්නේ කෙලෙසද සොඳූරේ
                   	
කඳූලැලි දුන් ඔය නිල්මිණි දෑසට 
                 
පමණයි කෙල්ලේ ආලය කෙරුවේ

 
              			       	              
හදවත ගොළු නැත මා මියුලැසියේ 
                    
ගොළු කලේ කවුදැයි ඔබ නේද දන්නේ
                      
ඔබ පමණයි මට සතුටට හිටියේ
                 
ඔබ පමණයි මට සතුටට හිටියේ
              
ඇයි ඒ සතුටත් ඉවතට දැම්මේ
                   	
නිල්මිණි දෑසට මම සුදු ආසයි  
                   	
ඔබෙ ඔය දෑසට මම සුදු ආසයි 
                   
කවදත් නොලැබෙන මිරිඟුව ඒකයි


",නිල්මිණි දෑසට,ඇස්,මැණික් කැට,ඇස් මැණික් කැට වැනිය 
95,Sina thotak viya – සිනාතොටක් විය,Nirosha Virajini,නිරෝෂා වර්ජිනී,New Pop,නව පොප්,Bandula Nanayakkarawasam,බන්දුල නානායක්කාරවසම්,Rohana Weerasingha,රෝහණ වීරසිංහ,"
        
        
     


                           
සිනාතොටක් විය ඔබ පාමුල මා ලද සරදම්
          
මහෝගයක් විය ඔබෙන් ලැබූ අපමණ අභිමන්
                            
නොහඩා ඉන්නම් ගිලිහුනු දා පෙම් ලොව මල්දම්
         
දුටුව නිසා ආදරයේ දෙව් රුව ඔබගෙන් මං

 
                  
බොසත් ඔබසිත ලඟ උවැසිය වී දැහැනට වී
                    
සිටියා මිස නොදනිමි කොහිසිටියාදැයි මලවී
                
පුදසුන් මත මියයද්දී සහසක් මල් පරවී
         
නොපිදූ මල තවමත් ඔබ ගැන බැති බරවී

 
                     
මගෙන් මිදුනු ලොව ඔබට මිහිරි නම් එය සැපකි
                    
ඔබට ලංව දුක බෙදාගන්න බැරිකම දුකකි
                 
මෙවැනි බැදුම් අදහනු බැරි ලෝකය සිරගෙයකි
            
එවන් ලොවක මේ හමුවීමත් වාවනු නොහැකි
   
",සිනාතොටක් විය ඔබ,ඔබ,සිනාතොට,ඔබ සිනහ පිරුණු තොටුපොළක් 
96,Sihinayaki Oba – සිහිනයකි ඔබ,Bandara Athauda,බන්ද්‍රා තෝරා,Duets,යුගල,Kusum Pieris,කුසුම් පීරිස්,H.M.Jayawardhana,එච්.එම් ජයවර්ධන,"
      
   

                       
හ්ම් හ්ම්ම්ම් ම්ම් ම්හහා හා හහ හාහා
      
   


                  
සිහිනයකි ඔබ නිහඬ මැදියම් රෑ
             
නිදන නෙත් යුග සනසනා
                      
සිතුම් රැළි ඔබ තනිව හිදි වේලේ
            
නිහඬ මා හද සනසනා


      
     
   
    

 

ඉරකි ඔබ මට සදකි ඔබ මට
             
කිසිදු කිසි විට සමුනොගන්නා

සයුරු රළ ඔබ ඈත සමුදුර
              
සයුරු තෙර මා හමුවනා
   

 

යුග ගණන් අප වෙන්ව ආ මඟ
               
සොදුරු නිම්නෙක එක්වෙලා

දුක් සුසුම් නැති අපේ ලොව තුල
              
සිනා මල් පෙති විසිරිලා
   

 
                    
හිරුට තනි නැත සදුත් නැත තනිවී
             
එකම අහසක හමුවෙලා
                    
ලොවම සසලව බලා සිටියාවේ
            
යලිදු අප ඇත ළංවෙලා


                       
හ්ම් හ්ම්ම්ම් ම්ම් ම්හහා හා හහ හාහා
",සිහිනයකි ඔබ,ඔබ,සිහිනය,ඔබ සිහිනයක්
96,Sihinayaki Oba – සිහිනයකි ඔබ,Bandara Athauda,බන්ද්‍රා තෝරා,Duets,යුගල,Kusum Pieris,කුසුම් පීරිස්,H.M.Jayawardhana,එච්.එම් ජයවර්ධන,"
      
   

                       
හ්ම් හ්ම්ම්ම් ම්ම් ම්හහා හා හහ හාහා
      
   


                  
සිහිනයකි ඔබ නිහඬ මැදියම් රෑ
             
නිදන නෙත් යුග සනසනා
                      
සිතුම් රැළි ඔබ තනිව හිදි වේලේ
            
නිහඬ මා හද සනසනා


      
     
   
    

 

ඉරකි ඔබ මට සදකි ඔබ මට
             
කිසිදු කිසි විට සමුනොගන්නා

සයුරු රළ ඔබ ඈත සමුදුර
              
සයුරු තෙර මා හමුවනා
   

 

යුග ගණන් අප වෙන්ව ආ මඟ
               
සොදුරු නිම්නෙක එක්වෙලා

දුක් සුසුම් නැති අපේ ලොව තුල
              
සිනා මල් පෙති විසිරිලා
   

 
                    
හිරුට තනි නැත සදුත් නැත තනිවී
             
එකම අහසක හමුවෙලා
                    
ලොවම සසලව බලා සිටියාවේ
            
යලිදු අප ඇත ළංවෙලා


                       
හ්ම් හ්ම්ම්ම් ම්ම් ම්හහා හා හහ හාහා
",ඉරකි ඔබ,ඔබ,ඉර,ඔබ ඉරක්
96,Sihinayaki Oba – සිහිනයකි ඔබ,Bandara Athauda,බන්ද්‍රා තෝරා,Duets,යුගල,Kusum Pieris,කුසුම් පීරිස්,H.M.Jayawardhana,එච්.එම් ජයවර්ධන,"
      
   

                       
හ්ම් හ්ම්ම්ම් ම්ම් ම්හහා හා හහ හාහා
      
   


                  
සිහිනයකි ඔබ නිහඬ මැදියම් රෑ
             
නිදන නෙත් යුග සනසනා
                      
සිතුම් රැළි ඔබ තනිව හිදි වේලේ
            
නිහඬ මා හද සනසනා


      
     
   
    

 

ඉරකි ඔබ මට සදකි ඔබ මට
             
කිසිදු කිසි විට සමුනොගන්නා

සයුරු රළ ඔබ ඈත සමුදුර
              
සයුරු තෙර මා හමුවනා
   

 

යුග ගණන් අප වෙන්ව ආ මඟ
               
සොදුරු නිම්නෙක එක්වෙලා

දුක් සුසුම් නැති අපේ ලොව තුල
              
සිනා මල් පෙති විසිරිලා
   

 
                    
හිරුට තනි නැත සදුත් නැත තනිවී
             
එකම අහසක හමුවෙලා
                    
ලොවම සසලව බලා සිටියාවේ
            
යලිදු අප ඇත ළංවෙලා


                       
හ්ම් හ්ම්ම්ම් ම්ම් ම්හහා හා හහ හාහා
",සදකි ඔබ,ඔබ,සද,ඔබ සදක්
96,Sihinayaki Oba – සිහිනයකි ඔබ,Bandara Athauda,බන්ද්‍රා තෝරා,Duets,යුගල,Kusum Pieris,කුසුම් පීරිස්,H.M.Jayawardhana,එච්.එම් ජයවර්ධන,"
      
   

                       
හ්ම් හ්ම්ම්ම් ම්ම් ම්හහා හා හහ හාහා
      
   


                  
සිහිනයකි ඔබ නිහඬ මැදියම් රෑ
             
නිදන නෙත් යුග සනසනා
                      
සිතුම් රැළි ඔබ තනිව හිදි වේලේ
            
නිහඬ මා හද සනසනා


      
     
   
    

 

ඉරකි ඔබ මට සදකි ඔබ මට
             
කිසිදු කිසි විට සමුනොගන්නා

සයුරු රළ ඔබ ඈත සමුදුර
              
සයුරු තෙර මා හමුවනා
   

 

යුග ගණන් අප වෙන්ව ආ මඟ
               
සොදුරු නිම්නෙක එක්වෙලා

දුක් සුසුම් නැති අපේ ලොව තුල
              
සිනා මල් පෙති විසිරිලා
   

 
                    
හිරුට තනි නැත සදුත් නැත තනිවී
             
එකම අහසක හමුවෙලා
                    
ලොවම සසලව බලා සිටියාවේ
            
යලිදු අප ඇත ළංවෙලා


                       
හ්ම් හ්ම්ම්ම් ම්ම් ම්හහා හා හහ හාහා
",සයුරු රළ ඔබ,ඔබ,සයුරු රළ,ඔබ සයුරු රළක්
97,Oba Malak Wela – ඔබ මලක් වෙලා,Somathilaka Jayamaha,සෝමතිලක ජයමා,Old Pops,පැරණි පොප්,Sunil Ariyarathna,සුනිල් ආරියරත්න,Somathilaka Jayamaha,සෝමතිලක ජයමා,"
        
        
     


                             
ඔබ මලක් වෙලා වන අරනේ පිපේවී
                  
මා සුළං රැලක් වී ඔබ පිස හමාවී
                              
පුර සඳක් වෙලා ඔබ අහසේ දිලේවී
                   
මා ගඟක් වෙලා සඳ එළියේ ගලාවී

 				
   
   
     

 
                     
සුළඟ වෙසින් මා එන කල 
                   
ඔබේ සුවඳ සෑහේ මට
          
මල් මුව රද ඔබ සමඟයි 
         
මලේ සුවඳ මා අසලයි
   

 
                    
ගඟක් වෙලා මා යන කල
                   
ඔබේ එළිය සෑහේ මට
          
පුර හද නිළඹර සමඟයි 
         
සඳේ එළිය මා අසලයි
   

",මා  සුළං රැලක්,මම,සුළං රැල,මම සුළං රැලක් මෙන් ඔබ වටේ වෙලෙනවා
97,Oba Malak Wela – ඔබ මලක් වෙලා,Somathilaka Jayamaha,සෝමතිලක ජයමා,Old Pops,පැරණි පොප්,Sunil Ariyarathna,සුනිල් ආරියරත්න,Somathilaka Jayamaha,සෝමතිලක ජයමා,"
        
        
     


                             
ඔබ මලක් වෙලා වන අරනේ පිපේවී
                  
මා සුළං රැලක් වී ඔබ පිස හමාවී
                              
පුර සඳක් වෙලා ඔබ අහසේ දිලේවී
                   
මා ගඟක් වෙලා සඳ එළියේ ගලාවී

 				
   
   
     

 
                     
සුළඟ වෙසින් මා එන කල 
                   
ඔබේ සුවඳ සෑහේ මට
          
මල් මුව රද ඔබ සමඟයි 
         
මලේ සුවඳ මා අසලයි
   

 
                    
ගඟක් වෙලා මා යන කල
                   
ඔබේ එළිය සෑහේ මට
          
පුර හද නිළඹර සමඟයි 
         
සඳේ එළිය මා අසලයි
   

",පුර සඳක් වෙලා ඔබ,ඔබ,පුර සඳ,ඔබ පුර සඳක් මෙන් සුන්දරයි
98,Senehe Bandee Eda – සෙනෙහෙ බැඳී එදා,Rookantha Gunathilaka,රූකාන්ත ගුණතිලක,Old Pops,පැරණි පොප්,K.D.K.Dharmawardhana,කේ.ඩී.කේ.ධර්මවර්ධන,Rookantha Gunathilaka,රූකාන්ත ගුණතිලක,"
————
———
   
       
        


                       
සෙනෙහෙ බැඳී එදා සැනසුම් සුවේ පතා 
                
අප ලං වෙලා උන් නිසා 
                       
ලෝකයේ බෝ දෙනා කී කතා ඇසේ
                       
සෙනෙහෙ බැඳී එදා සැනසුම් සුවේ පතා  

      
————
———— 

 
                    
දිවිය ඔබේ කැළඹෙන දා 
           
කඳුළු සලා වැලපෙන දා 

එලිය මැකී තනිවෙන දා 
                      
ලඟම ඇතේ ඔබගේ ලොවේ
   

       
     
      
     
      

 
                    
කඳුළු සලා නයන දැලේ 
           
රැඳෙනු එපා සිහින වැලේ 
                    
කඳුළු නොයේ නෙතට මගේ 
                      
බඹරු නැතේ සසල උනේ

   

",නයන දැලේ,ඇස්,දැල ,ඇස් නැමති දැල 
99,Duleeka – දුලීකා,Sanath Nandasiri,සනත් නන්දසිරි,Classics,සම්භාව්ය,Sunil Ariyarathna,සුනිල් ආරියරත්න,Premasiri Khemadasa,ප්‍රේමසිරි කේමදාස්,"  
 

       


         
සීත රෑ යාමේ අඳුරේ
             
වාසනා නිල් දෑස පායා
           
ආදරේ උණුසුම් සුසුම් වැල්
                
මා හදේ රහසේ රැඳුනා
                  
දුලීකා… දුලීකා… දුලීකා… දුලීකා…

     
       
      
       

 
                             
මා බලා සිටියා දිවා රෑ කල්පනා යහනේ
                              
නෑ එවන් රුව තාම දුටුවේ නාඳුනන සිහිනේ
   

      
       
 


 
                                   
මා ඔබේ හසරැල් ජලාශේ කිමිදෙනා මොහොතේ
                              
ඔබ සොයා එන්නම් ඉගිල්ලී තාරකා එළියේ
   
",හසරැල් ජලාශේ,සිනහව,ජලාශය,සිනහව ජලාශයකි 
100,Gee Liyanna – ගී ලියන්න,Dayarathna Ranathunga,dyrathna ranatunga,Old Pops,පැරණි පොප්,Gamini Lelwala,ගාමිණී ද රොක්,Dayarathna Ranatunga,dyrathna ranatunga,"    
     
       
       


                                    
ගී ලියන්න මට කීවේ ඔබේ නෙතයි
                   
කවි ලියන්න මට කීවේ ඔබේ නෙතයි
                                    
ගී ලියන්න මට කීවේ ඔබේ නෙතයි

 

හිතැඟි කළඹ කැටයම් කළ 
                    
නීල පලිඟු ගොළු කැඩපත

හද බිතු තල සිතුවම් කළ 
                  
රූ දොඩමලු මුව රඟහල
   

 
           
තුරුණු බමර ආයාචන 
                 
අභියස පත්තිනි කෝවිල

මගේ පෙමින් කුළු ගැන්වුණ
               
ගී බුබුලන ගීත බුබුල
   
",මුව රඟහල,මුහුණ,රඟහල,මුහුණ රඟහලක් 
101,Hada Mal Gomuwe – හද මල් ගොමුවේ,Clarence Wijewardena,ක්ලැරන්ස් විජේවර්ධන,Golden Pop,ගෝල්ඩන් පොප්,Clarence Wijewardena,ක්ලැරන්ස් විජේවර්ධන,Clarence Wijewardena,ක්ලැරන්ස් විජේවර්ධන,"
      
        
    


                   
හද මල් ගොමුවේ සුවඳයි හැමුවේ
        
ආදර සේයාව පාවෙන ගී රාව
          
මා හද මත් වී ගියේ

 
              
සීත  සඳේ පාවෙනා ආදර ආරාධනා
            
පිරුණා සිතේ ඇඳුනා නෙතේ
         
ඇගෙ සීන කල්පනා 
   

 
               
පාළු ලොවේ කල්පනා ජීවිතෙන් තුරන් වුණා
            
පැතුවේ ඔබේ සෙනෙහේ අමා
        
සිතෙහී තුරුල් වුණා 
   
",හද මල් ගොමුවේ,හදවත,මල් ගොමුව,හදවත මල් ගොමුවක්
102,Hada Pathule – හද පතුලේ,Milton Mallawarachchi,මිල්ටන් මල්ලවාරච්චි,Old Pops,පැරණි පොප්,K.D.K.Dharmawardhana,කේ.ඩී.කේ.ධර්මවර්ධන,Stanley Pieris,ස්ටැන්ලි පීරිස්,"                                          
 
        
        


                					
හද පතුලේ 
                            
හසරැල්ල කඳුලැල්ල කැලඹිල්ල මා නම් ඔබේ
          					               
දිවි කතරේ
                            
ගඟුලැල්ල නල රැල්ල සැනසිල්ල වෙන්නම් ඔබේ

                                 
        
        
         
        

 
                                           
මුසාවන් ගොතා අනුන් කී කතා 
           
නොමැකී තිබේදෝ සිතේ
                        		
අතීතේ කතා එපා දැන් එපා 
            
මා දැන් ඔබේ ජීවිතේ
   

 
                                                                                      
අපේ ආදරේ බිඳී යා නොහේ 
           
හිනැහෙන්න පියුමී මගේ

පැතූ සේ එදා ඔබෙ මා ඔබේ 
              
නැලවෙන්න පියුමී මගේ
   
",දිවි කතරේ,ජීවිතය,කාන්තාරය,ජීවිතය කාන්තාරයක් 
